country,year,life-expectancy
Bangladesh,2006,68.42563415
Bulgaria,2006,72.61219512
Bahrain,2006,75.56646342
Bahamas,2006,73.85846342
Bosnia and Herzegovina,2006,75.23143902
Belarus,2006,69.40487805
Belize,2006,69.27948781
Bolivia,2006,64.11495122
Brazil,2006,72.13173171
Barbados,2006,74.19312195
Brunei Darussalam,2006,76.42812195
Bhutan,2006,65.63790244
Botswana,2006,56.87326829
Central African Republic,2006,45.16312195
Canada,2006,80.29268293
Central Europe and the Baltics,2006,74.09472478
Switzerland,2006,81.4902439
Channel Islands,2006,79.16653659
Chile,2006,78.97917073
China,2006,74.07170732
Cote d'Ivoire,2006,48.2587561
Cameroon,2006,52.1502439
Democratic Republic of the Congo,2006,54.36782927
Republic of the Congo,2006,54.64782927
Colombia,2006,72.49143902
Comoros,2006,60.38831707
Cabo Verde,2006,71.83568293
Costa Rica,2006,78.20780488
Caribbean small states,2006,71.34189189
Cuba,2006,78.20595122
Cyprus,2006,78.72287805
Czech Republic,2006,76.52439024
Germany,2006,79.13170732
Djibouti,2006,58.37668293
Denmark,2006,78.09512195
Dominican Republic,2006,71.91682927
Algeria,2006,72.55770732
East Asia & Pacific (excluding high income),2006,72.39773021
Early-demographic dividend,2006,66.3680917
East Asia & Pacific,2006,73.34719772
Europe & Central Asia (excluding high income),2006,69.03958437
Europe & Central Asia,2006,74.58710884
Ecuador,2006,74.32021951
Egypt,2006,69.60319512
Euro area,2006,79.85600248
Eritrea,2006,59.11656098
Spain,2006,80.82195122
Estonia,2006,72.69146342
Ethiopia,2006,57.32492683
European Union,2006,78.73895623
Fragile and conflict affected situations,2006,58.15344796
Finland,2006,79.21463415
Fiji,2006,68.6665122
France,2006,80.81219512
Micronesia,2006,68.07419512
Gabon,2006,59.88707317
United Kingdom,2006,79.24878049
Georgia,2006,73.21214634
Guinea,2006,53.2547561
Gambia,2006,58.25082927
Guinea-Bissau,2006,52.58253659
Equatorial Guinea,2006,54.07658537
Greece,2006,79.43902439
Grenada,2006,71.60590244
Guatemala,2006,69.88790244
Guam,2006,77.03256098
Guyana,2006,65.68487805
High income,2006,79.01831143
Hong Kong,2006,82.37560976
Honduras,2006,71.67246342
Heavily indebted poor countries (HIPC),2006,55.81836552
Croatia,2006,75.83682927
Haiti,2006,59.56741463
Hungary,2006,73.09756098
IBRD only,2006,69.96050748
IDA & IBRD total,2006,67.42371063
IDA total,2006,58.80933108
IDA blend,2006,57.05189467
Indonesia,2006,67.36748781
IDA only,2006,59.67336376
India,2006,64.90809756
Ireland,2006,79.24146342
Iran,2006,72.28812195
Iraq,2006,68.2565122
Iceland,2006,81.15853659
Italy,2006,81.28292683
Jamaica,2006,73.71560976
Jordan,2006,72.80104878
Japan,2006,82.32195122
Kazakhstan,2006,66.16097561
Kenya,2006,54.59109756
Kyrgyz Republic,2006,67.69512195
Cambodia,2006,63.79558537
Kiribati,2006,64.88534146
Korea,2006,78.96926829
Kuwait,2006,73.72626829
Latin America & Caribbean (excluding high income),2006,72.92744804
Lao PDR,2006,62.28863415
Lebanon,2006,77.24670732
Liberia,2006,56.14187805
Libya,2006,71.63104878
St. Lucia,2006,73.36907317
Latin America & Caribbean,2006,73.14980109
Least developed countries: UN classification,2006,58.96817526
Low income,2006,56.02649364
Sri Lanka,2006,74.12453659
Lower middle income,2006,64.6442628
Low & middle income,2006,67.35168401
Lesotho,2006,44.14834146
Late-demographic dividend,2006,73.17736981
Lithuania,2006,71.05609756
Luxembourg,2006,79.28780488
Latvia,2006,70.86585366
Macao,2006,78.85156098
Morocco,2006,70.85243902
Moldova,2006,67.89590244
Madagascar,2006,61.62436585
Maldives,2006,74.92685366
Middle East & North Africa,2006,71.1929686
Mexico,2006,75.43878049
Middle income,2006,68.50085227
Macedonia,2006,74.20673171
Mali,2006,53.44680488
Malta,2006,79.43902439
Myanmar,2006,63.8242439
Middle East & North Africa (excluding high income),2006,70.64725072
Montenegro,2006,73.7855122
Mongolia,2006,65.60609756
Mozambique,2006,51.11526829
Mauritania,2006,60.8837561
Mauritius,2006,72.43219512
Malawi,2006,49.81697561
Malaysia,2006,73.71143902
North America,2006,77.94434805
Namibia,2006,57.32487805
New Caledonia,2006,76.46097561
Niger,2006,54.65456098
Nigeria,2006,49.23614634
Nicaragua,2006,72.21302439
Netherlands,2006,79.69756098
Norway,2006,80.34390244
Nepal,2006,66.03607317
New Zealand,2006,80.04878049
OECD members,2006,78.53910324
Oman,2006,74.77480488
Other small states,2006,62.46443308
Pakistan,2006,64.09939024
Panama,2006,76.141
Peru,2006,72.74343902
Philippines,2006,67.3747561
Papua New Guinea,2006,60.99553659
Poland,2006,75.14390244
Pre-demographic dividend,2006,53.79355259
Puerto Rico,2006,78.41634146
People's Democratic Republic of Korea,2006,68.2927561
Portugal,2006,78.4195122
Paraguay,2006,71.49185366
Pacific island small states,2006,68.29005079
Post-demographic dividend,2006,78.77083071
French Polynesia,2006,74.56995122
Qatar,2006,77.14560976
Romania,2006,72.16341463
Russian Federation,2006,66.72756098
Rwanda,2006,56.38665854
South Asia,2006,65.17079873
Saudi Arabia,2006,73.25817073
Sudan,2006,60.2622439
Senegal,2006,61.05407317
Singapore,2006,80.14146342
Solomon Islands,2006,65.93460976
Sierra Leone,2006,44.54807317
El Salvador,2006,70.47917073
Somalia,2006,52.68278049
Sub-Saharan Africa (excluding high income),2006,53.40353117
South Sudan,2006,51.61329268
Sub-Saharan Africa,2006,53.40555639
Small states,2006,64.65865293
Sao Tome and Principe,2006,64.89246342
Suriname,2006,69.15673171
Slovak Republic,2006,74.20487805
Slovenia,2006,78.08658537
Sweden,2006,80.74878049
Swaziland,2006,46.24136585
Syrian Arab Republic,2006,74.43241463
Chad,2006,48.23002439
East Asia & Pacific (IDA & IBRD countries),2006,72.45015043
Europe & Central Asia (IDA & IBRD countries),2006,69.57340309
Togo,2006,54.9307561
Thailand,2006,72.52573171
Tajikistan,2006,66.66180488
Turkmenistan,2006,64.53180488
Latin America & the Caribbean (IDA & IBRD countries),2006,73.00699488
Timor-Leste,2006,65.04785366
Middle East & North Africa (IDA & IBRD countries),2006,70.63667187
Tonga,2006,71.59370732
South Asia (IDA & IBRD),2006,65.17079873
Sub-Saharan Africa (IDA & IBRD countries),2006,53.40555639
Trinidad and Tobago,2006,69.10834146
Tunisia,2006,74.43395122
Turkey,2006,72.82858537
Tanzania,2006,56.832
Uganda,2006,52.75704878
Ukraine,2006,68.07756098
Upper middle income,2006,72.66969959
Uruguay,2006,75.79641463
United States,2006,77.68780488
Uzbekistan,2006,67.43514634
St. Vincent and the Grenadines,2006,71.46021951
Venezuela,2006,73.30104878
Virgin Islands (U.S.),2006,78.62439024
Vietnam,2006,74.31236585
Vanuatu,2006,69.6367561
World,2006,69.32907215
Samoa,2006,71.27865854
Yemen,2006,61.71717073
South Africa,2006,51.61370732
Zambia,2006,50.96660976
Zimbabwe,2006,42.81070732
Aruba,2007,74.5267561
Afghanistan,2007,57.83382927
Angola,2007,49.43573171
Albania,2007,76.47029268
Arab World,2007,69.15254941
United Arab Emirates,2007,76.11117073
Argentina,2007,75.00904878
Armenia,2007,73.76465854
Antigua and Barbuda,2007,74.80321951
Australia,2007,81.29268293
Austria,2007,80.18048781
Azerbaijan,2007,69.7565122
Burundi,2007,53.45607317
Belgium,2007,79.78292683
Benin,2007,57.86739024
Burkina Faso,2007,55.18880488
Bangladesh,2007,68.85997561
Bulgaria,2007,72.66341463
Bahrain,2007,75.7077561
Bahamas,2007,74.05946342
Bosnia and Herzegovina,2007,75.37148781
Belarus,2007,70.20731707
Belize,2007,69.452
Bolivia,2007,64.69412195
Brazil,2007,72.41482927
Barbados,2007,74.35641463
Brunei Darussalam,2007,76.67556098
Bhutan,2007,66.29309756
Botswana,2007,59.07456098
Central African Republic,2007,45.68739024
Canada,2007,80.54390244
Central Europe and the Baltics,2007,74.25238333
Switzerland,2007,81.74146342
Channel Islands,2007,79.41080488
Chile,2007,79.31353659
China,2007,74.34043902
Cote d'Ivoire,2007,48.77882927
Cameroon,2007,52.47914634
Democratic Republic of the Congo,2007,55.06441463
Republic of the Congo,2007,55.80131707
Colombia,2007,72.7055122
Comoros,2007,60.71234146
Cabo Verde,2007,72.09936585
Costa Rica,2007,78.33031707
Caribbean small states,2007,71.5752342
Cuba,2007,78.44919512
Cyprus,2007,78.8685122
Czech Republic,2007,76.72439024
Germany,2007,79.53414634
Djibouti,2007,58.82934146
Denmark,2007,78.19512195
Dominican Republic,2007,72.13131707
Algeria,2007,72.89836585
East Asia & Pacific (excluding high income),2007,72.64017474
Early-demographic dividend,2007,66.71484839
East Asia & Pacific,2007,73.58720823
Europe & Central Asia (excluding high income),2007,69.52345388
Europe & Central Asia,2007,74.93521583
Ecuador,2007,74.49502439
Egypt,2007,69.78229268
Euro area,2007,80.09974924
Eritrea,2007,59.66941463
Spain,2007,80.87317073
Estonia,2007,72.81463415
Ethiopia,2007,58.408
European Union,2007,78.96821014
Fragile and conflict affected situations,2007,58.56810719
Finland,2007,79.26341463
Fiji,2007,68.84341463
France,2007,81.11219512
Micronesia,2007,68.22048781
Gabon,2007,60.39278049
United Kingdom,2007,79.44878049
Georgia,2007,73.42102439
Guinea,2007,53.99948781
Gambia,2007,58.56943902
Guinea-Bissau,2007,52.85546342
Equatorial Guinea,2007,54.51631707
Greece,2007,79.43902439
Grenada,2007,71.8447561
Guatemala,2007,70.11078049
Guam,2007,77.30741463
Guyana,2007,65.7797561
High income,2007,79.25402816
Hong Kong,2007,82.32682927
Honduras,2007,71.85873171
Heavily indebted poor countries (HIPC),2007,56.56239387
Croatia,2007,75.70560976
Haiti,2007,59.97739024
Hungary,2007,73.15121951
IBRD only,2007,70.25416158
IDA & IBRD total,2007,67.74935077
IDA total,2007,59.3531915
IDA blend,2007,57.50469745
Indonesia,2007,67.56773171
IDA only,2007,60.26137977
India,2007,65.30043902
Ireland,2007,79.64146342
Iran,2007,72.67419512
Iraq,2007,68.19902439
Iceland,2007,81.45365854
Italy,2007,81.43414634
Jamaica,2007,74.00929268
Jordan,2007,72.96117073
Japan,2007,82.50707317
Kazakhstan,2007,66.50487805
Kenya,2007,55.69929268
Kyrgyz Republic,2007,67.89512195
Cambodia,2007,64.55234146
Kiribati,2007,64.9807561
Korea,2007,79.3495122
Kuwait,2007,73.81
Latin America & Caribbean (excluding high income),2007,73.15375798
Lao PDR,2007,62.82726829
Lebanon,2007,77.61590244
Liberia,2007,57.19119512
Libya,2007,71.73863415
St. Lucia,2007,73.71185366
Latin America & Caribbean,2007,73.37616539
Least developed countries: UN classification,2007,59.58014633
Low income,2007,56.77918455
Sri Lanka,2007,74.19412195
Lower middle income,2007,64.97896032
Low & middle income,2007,67.67872276
Lesotho,2007,44.88221951
Late-demographic dividend,2007,73.48110575
Lithuania,2007,70.9
Luxembourg,2007,79.38292683
Latvia,2007,71.0195122
Macao,2007,79.0562439
Morocco,2007,71.27763415
Moldova,2007,68.20990244
Madagascar,2007,62.053
Maldives,2007,75.39970732
Middle East & North Africa,2007,71.41191971
Mexico,2007,75.58792683
Middle income,2007,68.80165644
Macedonia,2007,74.32295122
Mali,2007,54.26192683
Malta,2007,79.79268293
Myanmar,2007,64.09368293
Middle East & North Africa (excluding high income),2007,70.86665403
Montenegro,2007,74.04063415
Mongolia,2007,66.06817073
Mozambique,2007,51.62209756
Mauritania,2007,61.13973171
Mauritius,2007,72.57073171
Malawi,2007,51.51248781
Malaysia,2007,73.81826829
North America,2007,78.23954091
Namibia,2007,58.78080488
New Caledonia,2007,75.94634146
Niger,2007,55.45502439
Nigeria,2007,49.80814634
Nicaragua,2007,72.57165854
Netherlands,2007,80.09756098
Norway,2007,80.39512195
Nepal,2007,66.55192683
New Zealand,2007,80.15121951
OECD members,2007,78.77666856
Oman,2007,75.12360976
Other small states,2007,63.18387687
Pakistan,2007,64.33873171
Panama,2007,76.31446342
Peru,2007,72.99695122
Philippines,2007,67.47902439
Papua New Guinea,2007,61.31141463
Poland,2007,75.24390244
Pre-demographic dividend,2007,54.45421209
Puerto Rico,2007,78.42585366
People's Democratic Republic of Korea,2007,68.37619512
Portugal,2007,78.32195122
Paraguay,2007,71.69482927
Pacific island small states,2007,68.51252025
Post-demographic dividend,2007,79.02362228
French Polynesia,2007,74.89197561
Qatar,2007,77.28685366
Romania,2007,72.56585366
Russian Federation,2007,67.58682927
Rwanda,2007,57.946
South Asia,2007,65.54568444
Saudi Arabia,2007,73.34507317
Sudan,2007,60.70087805
Senegal,2007,61.78417073
Singapore,2007,80.44146342
Solomon Islands,2007,66.26680488
Sierra Leone,2007,45.48836585
El Salvador,2007,70.78046342
Somalia,2007,53.01865854
Sub-Saharan Africa (excluding high income),2007,54.14863005
South Sudan,2007,52.08785366
Sub-Saharan Africa,2007,54.15063507
Small states,2007,65.21891826
Sao Tome and Principe,2007,65.188
Suriname,2007,69.47907317
Slovak Republic,2007,74.20731707
Slovenia,2007,78.56097561
Sweden,2007,80.9
Swaziland,2007,46.77239024
Syrian Arab Republic,2007,74.24607317
Chad,2007,48.55921951
East Asia & Pacific (IDA & IBRD countries),2007,72.69453971
Europe & Central Asia (IDA & IBRD countries),2007,70.02267453
Togo,2007,55.43343902
Thailand,2007,72.87443902
Tajikistan,2007,67.20748781
Turkmenistan,2007,64.63882927
Latin America & the Caribbean (IDA & IBRD countries),2007,73.23631751
Timor-Leste,2007,65.82419512
Middle East & North Africa (IDA & IBRD countries),2007,70.85686321
Tonga,2007,71.737
South Asia (IDA & IBRD),2007,65.54568444
Sub-Saharan Africa (IDA & IBRD countries),2007,54.15063507
Trinidad and Tobago,2007,69.25965854
Tunisia,2007,74.52458537
Turkey,2007,73.17707317
Tanzania,2007,58.07778049
Uganda,2007,53.65414634
Ukraine,2007,68.22219512
Upper middle income,2007,72.97101344
Uruguay,2007,75.95102439
United States,2007,77.98780488
Uzbekistan,2007,67.53121951
St. Vincent and the Grenadines,2007,71.69941463
Venezuela,2007,73.38890244
Virgin Islands (U.S.),2007,78.82439024
Vietnam,2007,74.48385366
Vanuatu,2007,69.94873171
World,2007,69.63154318
Samoa,2007,71.56078049
Yemen,2007,61.95480488
South Africa,2007,51.9965122
Zambia,2007,52.47714634
Zimbabwe,2007,44.1777561
Aruba,2008,74.67573171
Afghanistan,2008,58.22502439
Angola,2008,49.84739024
Albania,2008,76.65207317
Arab World,2008,69.36198652
United Arab Emirates,2008,76.3077561
Argentina,2008,75.16626829
Armenia,2008,73.945
Antigua and Barbuda,2008,74.97917073
Australia,2008,81.39512195
Austria,2008,80.43170732
Azerbaijan,2008,70.06395122
Burundi,2008,53.89102439
Belgium,2008,79.68048781
Benin,2008,58.2045122
Burkina Faso,2008,55.90229268
Bangladesh,2008,69.27785366
Bulgaria,2008,72.96341463
Bahrain,2008,75.8475122
Bahamas,2008,74.24743902
Bosnia and Herzegovina,2008,75.51197561
Belarus,2008,70.45609756
Belize,2008,69.59421951
Bolivia,2008,65.27380488
Brazil,2008,72.69541463
Barbados,2008,74.51919512
Brunei Darussalam,2008,76.9567561
Bhutan,2008,66.88502439
Botswana,2008,60.95858537
Central African Republic,2008,46.284
Canada,2008,80.69512195
Central Europe and the Baltics,2008,74.57753902
Switzerland,2008,81.99268293
Channel Islands,2008,79.63302439
Chile,2008,79.64090244
China,2008,74.58326829
Cote d'Ivoire,2008,49.27978049
Cameroon,2008,52.85582927
Democratic Republic of the Congo,2008,55.724
Republic of the Congo,2008,56.96507317
Colombia,2008,72.90717073
Comoros,2008,61.06729268
Cabo Verde,2008,72.30953659
Costa Rica,2008,78.45773171
Caribbean small states,2008,71.80713796
Cuba,2008,78.6505122
Cyprus,2008,79.02753659
Czech Republic,2008,76.97560976
Germany,2008,79.73658537
Djibouti,2008,59.32387805
Denmark,2008,78.44634146
Dominican Republic,2008,72.34231707
Algeria,2008,73.21931707
East Asia & Pacific (excluding high income),2008,72.86274142
Early-demographic dividend,2008,67.06623809
East Asia & Pacific,2008,73.80320245
Europe & Central Asia (excluding high income),2008,69.79440688
Europe & Central Asia,2008,75.1825742
Ecuador,2008,74.66782927
Egypt,2008,69.96446342
Euro area,2008,80.30277521
Eritrea,2008,60.25007317
Spain,2008,81.17560976
Estonia,2008,73.77073171
Ethiopia,2008,59.44692683
European Union,2008,79.18304964
Fragile and conflict affected situations,2008,58.97861805
Finland,2008,79.56829268
Fiji,2008,69.02202439
France,2008,81.21463415
Micronesia,2008,68.35926829
Gabon,2008,60.94919512
United Kingdom,2008,79.6
Georgia,2008,73.62143902
Guinea,2008,54.77758537
Gambia,2008,58.85307317
Guinea-Bissau,2008,53.15473171
Equatorial Guinea,2008,54.98631707
Greece,2008,79.93902439
Grenada,2008,72.08714634
Guatemala,2008,70.32814634
Guam,2008,77.57573171
Guyana,2008,65.87014634
High income,2008,79.40562256
Hong Kong,2008,82.37560976
Honduras,2008,72.03997561
Heavily indebted poor countries (HIPC),2008,57.28987201
Croatia,2008,75.91219512
Haiti,2008,60.39797561
Hungary,2008,73.70243902
IBRD only,2008,70.52555886
IDA & IBRD total,2008,68.05646589
IDA total,2008,59.88647987
IDA blend,2008,57.96738591
Indonesia,2008,67.76478049
IDA only,2008,60.82919601
India,2008,65.69943902
Ireland,2008,80.09512195
Iran,2008,73.09207317
Iraq,2008,68.22029268
Iceland,2008,81.6097561
Italy,2008,81.48536585
Jamaica,2008,74.30195122
Jordan,2008,73.1202439
Japan,2008,82.58756098
Kazakhstan,2008,67.02195122
Kenya,2008,56.78468293
Kyrgyz Republic,2008,68.45121951
Cambodia,2008,65.23497561
Kiribati,2008,65.07860976
Korea,2008,79.83268293
Kuwait,2008,73.90314634
Latin America & Caribbean (excluding high income),2008,73.37493653
Lao PDR,2008,63.34890244
Lebanon,2008,77.93917073
Liberia,2008,58.11246342
Libya,2008,71.78739024
St. Lucia,2008,74.01314634
Latin America & Caribbean,2008,73.59378828
Least developed countries: UN classification,2008,60.17771535
Low income,2008,57.52405072
Sri Lanka,2008,74.23873171
Lower middle income,2008,65.31061944
Low & middle income,2008,67.98554819
Lesotho,2008,45.7392439
Late-demographic dividend,2008,73.73679947
Lithuania,2008,71.81219512
Luxembourg,2008,80.53902439
Latvia,2008,72.4195122
Macao,2008,79.26460976
Morocco,2008,71.71141463
Moldova,2008,68.63002439
Madagascar,2008,62.4827561
Maldives,2008,75.75953659
Middle East & North Africa,2008,71.63552367
Mexico,2008,75.73246342
Middle income,2008,69.08017315
Macedonia,2008,74.44639024
Mali,2008,54.99514634
Malta,2008,79.63658537
Myanmar,2008,64.36760976
Middle East & North Africa (excluding high income),2008,71.07962844
Montenegro,2008,74.34543902
Mongolia,2008,66.55992683
Mozambique,2008,52.15056098
Mauritania,2008,61.41773171
Mauritius,2008,72.57073171
Malawi,2008,53.28736585
Malaysia,2008,73.92607317
North America,2008,78.30097126
Namibia,2008,60.18407317
New Caledonia,2008,76.45609756
Niger,2008,56.33729268
Nigeria,2008,50.35743902
Nicaragua,2008,72.91841463
Netherlands,2008,80.25121951
Norway,2008,80.59268293
Nepal,2008,67.04536585
New Zealand,2008,80.35121951
OECD members,2008,78.93811801
Oman,2008,75.45253659
Other small states,2008,63.8990358
Pakistan,2008,64.59814634
Panama,2008,76.49358537
Peru,2008,73.22502439
Philippines,2008,67.58078049
Papua New Guinea,2008,61.5822439
Poland,2008,75.54390244
Pre-demographic dividend,2008,55.10723619
Puerto Rico,2008,77.90646342
People's Democratic Republic of Korea,2008,68.49195122
Portugal,2008,78.52439024
Paraguay,2008,71.89882927
Pacific island small states,2008,68.72706046
Post-demographic dividend,2008,79.17073305
French Polynesia,2008,75.18665854
Qatar,2008,77.4487561
Romania,2008,72.56585366
Russian Federation,2008,67.94926829
Rwanda,2008,59.31534146
South Asia,2008,65.92515628
Saudi Arabia,2008,73.4457561
Sudan,2008,61.15060976
Senegal,2008,62.53507317
Singapore,2008,80.7902439
Solomon Islands,2008,66.56121951
Sierra Leone,2008,46.42763415
El Salvador,2008,71.08078049
Somalia,2008,53.3545122
Sub-Saharan Africa (excluding high income),2008,54.89533988
South Sudan,2008,52.59331707
Sub-Saharan Africa,2008,54.89725351
Small states,2008,65.7780239
Sao Tome and Principe,2008,65.45053659
Suriname,2008,69.795
Slovak Republic,2008,74.70487805
Slovenia,2008,78.76585366
Sweden,2008,81.1
Swaziland,2008,47.34582927
Syrian Arab Republic,2008,73.7972439
Chad,2008,48.95158537
East Asia & Pacific (IDA & IBRD countries),2008,72.91836201
Europe & Central Asia (IDA & IBRD countries),2008,70.29502683
Togo,2008,56.00590244
Thailand,2008,73.18843902
Tajikistan,2008,67.71458537
Turkmenistan,2008,64.75607317
Latin America & the Caribbean (IDA & IBRD countries),2008,73.46123448
Timor-Leste,2008,66.45782927
Middle East & North Africa (IDA & IBRD countries),2008,71.07046262
Tonga,2008,71.88319512
South Asia (IDA & IBRD),2008,65.92515628
Sub-Saharan Africa (IDA & IBRD countries),2008,54.89725351
Trinidad and Tobago,2008,69.42892683
Tunisia,2008,74.57765854
Turkey,2008,73.5007561
Tanzania,2008,59.31470732
Uganda,2008,54.46197561
Ukraine,2008,68.25146342
Upper middle income,2008,73.22747066
Uruguay,2008,76.10107317
United States,2008,78.03902439
Uzbekistan,2008,67.63419512
St. Vincent and the Grenadines,2008,71.93173171
Venezuela,2008,73.4762439
Virgin Islands (U.S.),2008,78.92439024
Vietnam,2008,74.65309756
Vanuatu,2008,70.2547561
World,2008,69.90420199
Samoa,2008,71.84429268
Yemen,2008,62.21136585
South Africa,2008,52.63602439
Zambia,2008,53.90563415
Zimbabwe,2008,45.80448781
Aruba,2009,74.81814634
Afghanistan,2009,58.60368293
Angola,2009,50.25102439
Albania,2009,76.84036585
Arab World,2009,69.56003805
United Arab Emirates,2009,76.49478049
Argentina,2009,75.32456098
Armenia,2009,74.09582927
Antigua and Barbuda,2009,75.14702439
Australia,2009,81.54390244
Austria,2009,80.33170732
Azerbaijan,2009,70.29368293
Burundi,2009,54.35121951
Belgium,2009,79.98292683
Benin,2009,58.49126829
Burkina Faso,2009,56.52497561
Bangladesh,2009,69.68378049
Bulgaria,2009,73.41219512
Bahrain,2009,75.98778049
Bahamas,2009,74.42390244
Bosnia and Herzegovina,2009,75.65736585
Belarus,2009,70.40731707
Belize,2009,69.70307317
Bolivia,2009,65.848
Brazil,2009,72.97802439
Barbados,2009,74.68248781
Brunei Darussalam,2009,77.26829268
Bhutan,2009,67.41665854
Botswana,2009,62.41709756
Central African Republic,2009,46.93497561
Canada,2009,80.94634146
Central Europe and the Baltics,2009,74.9318257
Switzerland,2009,82.04390244
Channel Islands,2009,79.83270732
Chile,2009,79.96080488
China,2009,74.80326829
Cote d'Ivoire,2009,49.74048781
Cameroon,2009,53.26485366
Democratic Republic of the Congo,2009,56.33707317
Republic of the Congo,2009,58.09363415
Colombia,2009,73.09695122
Comoros,2009,61.44419512
Cabo Verde,2009,72.47121951
Costa Rica,2009,78.59260976
Caribbean small states,2009,72.03048385
Cuba,2009,78.81097561
Cyprus,2009,79.19948781
Czech Republic,2009,77.07804878
Germany,2009,79.83658537
Djibouti,2009,59.84280488
Denmark,2009,78.59756098
Dominican Republic,2009,72.54831707
Algeria,2009,73.52102439
East Asia & Pacific (excluding high income),2009,73.06745911
Early-demographic dividend,2009,67.41769522
East Asia & Pacific,2009,74.02219954
Europe & Central Asia (excluding high income),2009,70.36592195
Europe & Central Asia,2009,75.56437729
Ecuador,2009,74.84460976
Egypt,2009,70.15014634
Euro area,2009,80.50338362
Eritrea,2009,60.8535122
Spain,2009,81.47560976
Estonia,2009,74.82439024
Ethiopia,2009,60.41578049
European Union,2009,79.44111393
Fragile and conflict affected situations,2009,59.37542388
Finland,2009,79.7195122
Fiji,2009,69.20285366
France,2009,81.41463415
Micronesia,2009,68.48953659
Gabon,2009,61.53146342
United Kingdom,2009,80.05121951
Georgia,2009,73.81541463
Guinea,2009,55.55614634
Gambia,2009,59.10778049
Guinea-Bissau,2009,53.47663415
Equatorial Guinea,2009,55.47719512
Greece,2009,80.18780488
Grenada,2009,72.33007317
Guatemala,2009,70.54753659
Guam,2009,77.83956098
Guyana,2009,65.957
High income,2009,79.68569952
Hong Kong,2009,82.77560976
Honduras,2009,72.21721951
Heavily indebted poor countries (HIPC),2009,57.98499395
Croatia,2009,76.16829268
Haiti,2009,60.82221951
Hungary,2009,73.90487805
IBRD only,2009,70.81948423
IDA & IBRD total,2009,68.37665299
IDA total,2009,60.39676219
IDA blend,2009,58.42608541
Indonesia,2009,67.95763415
IDA only,2009,61.36505292
India,2009,66.10263415
Ireland,2009,80.1902439
Iran,2009,73.53417073
Iraq,2009,68.31992683
Iceland,2009,81.75121951
Italy,2009,81.63658537
Jamaica,2009,74.58404878
Jordan,2009,73.27829268
Japan,2009,82.93146342
Kazakhstan,2009,68.42926829
Kenya,2009,57.80043902
Kyrgyz Republic,2009,69.10243902
Cambodia,2009,65.84446342
Kiribati,2009,65.18343902
Korea,2009,80.29731707
Kuwait,2009,74.00619512
Latin America & Caribbean (excluding high income),2009,73.59431582
Lao PDR,2009,63.85104878
Lebanon,2009,78.21948781
Liberia,2009,58.86565854
Libya,2009,71.78095122
St. Lucia,2009,74.26604878
Latin America & Caribbean,2009,73.81483403
Least developed countries: UN classification,2009,60.75264948
Low income,2009,58.24679413
Sri Lanka,2009,74.28029268
Lower middle income,2009,65.65302463
Low & middle income,2009,68.30664595
Lesotho,2009,46.63458537
Late-demographic dividend,2009,74.01062822
Lithuania,2009,72.91463415
Luxembourg,2009,80.63658537
Latvia,2009,73.08048781
Macao,2009,79.47617073
Morocco,2009,72.14821951
Moldova,2009,69.14329268
Madagascar,2009,62.91817073
Maldives,2009,76.01865854
Middle East & North Africa,2009,71.85491552
Mexico,2009,75.87741463
Middle income,2009,69.37569602
Macedonia,2009,74.57895122
Mali,2009,55.63343902
Malta,2009,80.24146342
Myanmar,2009,64.64356098
Middle East & North Africa (excluding high income),2009,71.28584018
Montenegro,2009,74.68782927
Mongolia,2009,67.07680488
Mozambique,2009,52.69126829
Mauritania,2009,61.71073171
Mauritius,2009,72.88243902
Malawi,2009,55.08236585
Malaysia,2009,74.03841463
North America,2009,78.64290788
Namibia,2009,61.44090244
New Caledonia,2009,76.96585366
Niger,2009,57.28502439
Nigeria,2009,50.86856098
Nicaragua,2009,73.25478049
Netherlands,2009,80.54878049
Norway,2009,80.79512195
Nepal,2009,67.51839024
New Zealand,2009,80.70243902
OECD members,2009,79.20639617
Oman,2009,75.76209756
Other small states,2009,64.56481574
Pakistan,2009,64.87609756
Panama,2009,76.67695122
Peru,2009,73.43614634
Philippines,2009,67.68104878
Papua New Guinea,2009,61.80804878
Poland,2009,75.69512195
Pre-demographic dividend,2009,55.73828294
Puerto Rico,2009,78.15326829
People's Democratic Republic of Korea,2009,68.66404878
Portugal,2009,78.72682927
Paraguay,2009,72.10231707
Pacific island small states,2009,68.9355065
Post-demographic dividend,2009,79.49270686
French Polynesia,2009,75.45346342
Qatar,2009,77.62980488
Romania,2009,73.3097561
Russian Federation,2009,68.68463415
Rwanda,2009,60.46597561
South Asia,2009,66.30764253
Saudi Arabia,2009,73.56426829
Sudan,2009,61.60239024
Senegal,2009,63.28678049
Singapore,2009,81.24146342
Solomon Islands,2009,66.82468293
Sierra Leone,2009,47.35021951
El Salvador,2009,71.37814634
Somalia,2009,53.68934146
Sub-Saharan Africa (excluding high income),2009,55.62180546
South Sudan,2009,53.12265854
Sub-Saharan Africa,2009,55.62358699
Small states,2009,66.30356266
Sao Tome and Principe,2009,65.67260976
Suriname,2009,70.09290244
Slovak Republic,2009,74.9097561
Slovenia,2009,78.97073171
Sweden,2009,81.35121951
Swaziland,2009,47.8927561
Syrian Arab Republic,2009,73.12041463
Chad,2009,49.39317073
